"","x","x_2","lsoa11cd","lsoa11nm","local_authority_district_name_2019","total_stop_searches","political_control","index_of_multiple_deprivation_imd_decile","log_total_stop_searches","crime_score"
"2187",2187,2187,"E01002298","Havering 007D","Havering",7,"Conservative","7",0.845098040014257,-0.1
"2188",2188,2188,"E01002299","Havering 002E","Havering",5,"Conservative","5",0.698970004336019,0.2
"2189",2189,2189,"E01002300","Havering 007E","Havering",16,"Conservative","8",1.20411998265592,0.2
"2190",2190,2190,"E01002301","Havering 003A","Havering",3,"Conservative","7",0.477121254719662,0
"2191",2191,2191,"E01002302","Havering 005A","Havering",32,"Conservative","5",1.50514997831991,0.3
"2192",2192,2192,"E01002303","Havering 003B","Havering",19,"Conservative","3",1.27875360095283,0
"2193",2193,2193,"E01002304","Havering 003C","Havering",15,"Conservative","4",1.17609125905568,0.5
"2194",2194,2194,"E01002305","Havering 005B","Havering",11,"Conservative","5",1.04139268515823,0.3
"2195",2195,2195,"E01002306","Havering 003D","Havering",9,"Conservative","3",0.954242509439325,0.2
"2196",2196,2196,"E01002307","Havering 003E","Havering",5,"Conservative","5",0.698970004336019,0
"2197",2197,2197,"E01002308","Havering 005C","Havering",8,"Conservative","4",0.903089986991944,0.1
"2198",2198,2198,"E01002310","Havering 006B","Havering",31,"Conservative","2",1.49136169383427,1
"2199",2199,2199,"E01002311","Havering 006C","Havering",10,"Conservative","4",1,0.3
"2200",2200,2200,"E01002312","Havering 001C","Havering",12,"Conservative","3",1.07918124604762,0.4
"2201",2201,2201,"E01002313","Havering 001D","Havering",58,"Conservative","4",1.76342799356294,0.1
"2202",2202,2202,"E01002314","Havering 004E","Havering",34,"Conservative","2",1.53147891704226,1
"2203",2203,2203,"E01002315","Havering 006D","Havering",8,"Conservative","4",0.903089986991944,0.7
"2204",2204,2204,"E01002316","Havering 004F","Havering",27,"Conservative","2",1.43136376415899,0.7
"2205",2205,2205,"E01002317","Havering 014C","Havering",6,"Conservative","10 (least deprived)",0.778151250383644,-0.3
"2206",2206,2206,"E01002319","Havering 016A","Havering",141,"Conservative","6",2.14921911265538,0.2
"2207",2207,2207,"E01002320","Havering 021A","Havering",4,"Conservative","8",0.602059991327962,0.4
"2208",2208,2208,"E01002321","Havering 021B","Havering",26,"Conservative","8",1.41497334797082,0.3
"2209",2209,2209,"E01002322","Havering 021C","Havering",25,"Conservative","9",1.39794000867204,-0.8
"2210",2210,2210,"E01002323","Havering 021D","Havering",14,"Conservative","7",1.14612803567824,0.4
"2211",2211,2211,"E01002324","Havering 021E","Havering",2,"Conservative","4",0.301029995663981,0.2
"2212",2212,2212,"E01002325","Havering 011C","Havering",17,"Conservative","3",1.23044892137827,0.3
"2213",2213,2213,"E01002326","Havering 005D","Havering",11,"Conservative","5",1.04139268515823,0.4
"2214",2214,2214,"E01002327","Havering 009A","Havering",18,"Conservative","6",1.25527250510331,0
"2215",2215,2215,"E01002328","Havering 009B","Havering",33,"Conservative","8",1.51851393987789,0.1
"2216",2216,2216,"E01002329","Havering 011D","Havering",10,"Conservative","6",1,0.2
"2217",2217,2217,"E01002330","Havering 011E","Havering",19,"Conservative","5",1.27875360095283,0
"2218",2218,2218,"E01002331","Havering 005E","Havering",14,"Conservative","6",1.14612803567824,0.4
"2219",2219,2219,"E01002332","Havering 009C","Havering",3,"Conservative","6",0.477121254719662,-0.1
"2220",2220,2220,"E01002333","Havering 008A","Havering",3,"Conservative","9",0.477121254719662,-0.4
"2221",2221,2221,"E01002334","Havering 008B","Havering",20,"Conservative","7",1.30102999566398,0.2
"2222",2222,2222,"E01002335","Havering 009D","Havering",7,"Conservative","6",0.845098040014257,-0.4
"2223",2223,2223,"E01002336","Havering 008C","Havering",2,"Conservative","7",0.301029995663981,-0.4
"2224",2224,2224,"E01002337","Havering 012A","Havering",6,"Conservative","7",0.778151250383644,0.4
"2225",2225,2225,"E01002338","Havering 009E","Havering",6,"Conservative","7",0.778151250383644,0.3
"2226",2226,2226,"E01002339","Havering 008D","Havering",5,"Conservative","10 (least deprived)",0.698970004336019,-0.2
"2227",2227,2227,"E01002340","Havering 009F","Havering",21,"Conservative","8",1.32221929473392,-0.3
"2228",2228,2228,"E01002341","Havering 008E","Havering",3,"Conservative","8",0.477121254719662,-0.5
"2229",2229,2229,"E01002342","Havering 030A","Havering",23,"Conservative","5",1.36172783601759,0.4
"2230",2230,2230,"E01002343","Havering 029A","Havering",4,"Conservative","7",0.602059991327962,0.2
"2231",2231,2231,"E01002344","Havering 029B","Havering",127,"Conservative","5",2.10380372095596,0.5
"2232",2232,2232,"E01002345","Havering 030B","Havering",47,"Conservative","3",1.67209785793572,0.9
"2233",2233,2233,"E01002346","Havering 030C","Havering",2,"Conservative","4",0.301029995663981,0.6
"2234",2234,2234,"E01002347","Havering 030D","Havering",3,"Conservative","6",0.477121254719662,0.6
"2235",2235,2235,"E01002348","Havering 029C","Havering",3,"Conservative","8",0.477121254719662,-0.7
"2236",2236,2236,"E01002349","Havering 029D","Havering",9,"Conservative","7",0.954242509439325,-0.4
"2237",2237,2237,"E01002350","Havering 016B","Havering",51,"Conservative","4",1.70757017609794,0.9
"2238",2238,2238,"E01002351","Havering 016C","Havering",8,"Conservative","7",0.903089986991944,0.1
"2239",2239,2239,"E01002352","Havering 016D","Havering",10,"Conservative","5",1,0
"2240",2240,2240,"E01002353","Havering 013B","Havering",376,"Conservative","6",2.57518784492766,0.8
"2241",2241,2241,"E01002354","Havering 012B","Havering",17,"Conservative","10 (least deprived)",1.23044892137827,0
"2242",2242,2242,"E01002355","Havering 014E","Havering",2,"Conservative","9",0.301029995663981,-0.7
"2243",2243,2243,"E01002356","Havering 013C","Havering",357,"Conservative","2",2.55266821611219,1.4
"2244",2244,2244,"E01002358","Havering 016E","Havering",45,"Conservative","6",1.65321251377534,0.2
"2245",2245,2245,"E01002359","Havering 020A","Havering",3,"Conservative","9",0.477121254719662,-0.2
"2246",2246,2246,"E01002360","Havering 020B","Havering",17,"Conservative","7",1.23044892137827,0.3
"2247",2247,2247,"E01002361","Havering 020C","Havering",49,"Conservative","5",1.69019608002851,0.5
"2248",2248,2248,"E01002362","Havering 022D","Havering",29,"Conservative","9",1.46239799789896,-0.1
"2249",2249,2249,"E01002363","Havering 020D","Havering",8,"Conservative","5",0.903089986991944,-0.1
"2250",2250,2250,"E01002364","Havering 023C","Havering",1,"Conservative","9",0,-1
"2251",2251,2251,"E01002365","Havering 023D","Havering",22,"Conservative","7",1.34242268082221,0
"2252",2252,2252,"E01002366","Havering 023E","Havering",47,"Conservative","8",1.67209785793572,-0.2
"2253",2253,2253,"E01002367","Havering 020E","Havering",24,"Conservative","8",1.38021124171161,0.4
"2254",2254,2254,"E01002368","Havering 028A","Havering",154,"Conservative","2",2.18752072083646,1
"2255",2255,2255,"E01002370","Havering 028C","Havering",12,"Conservative","3",1.07918124604762,0.7
"2256",2256,2256,"E01002371","Havering 028D","Havering",9,"Conservative","6",0.954242509439325,0.6
"2257",2257,2257,"E01002372","Havering 027C","Havering",12,"Conservative","8",1.07918124604762,-0.3
"2258",2258,2258,"E01002373","Havering 027D","Havering",3,"Conservative","7",0.477121254719662,0.3
"2259",2259,2259,"E01002374","Havering 027E","Havering",8,"Conservative","6",0.903089986991944,0.2
"2260",2260,2260,"E01002375","Havering 028E","Havering",19,"Conservative","3",1.27875360095283,0.4
"2261",2261,2261,"E01002376","Havering 012C","Havering",3,"Conservative","9",0.477121254719662,-0.1
"2262",2262,2262,"E01002377","Havering 010D","Havering",11,"Conservative","7",1.04139268515823,0
"2263",2263,2263,"E01002378","Havering 010E","Havering",8,"Conservative","9",0.903089986991944,-0.3
"2264",2264,2264,"E01002379","Havering 012D","Havering",44,"Conservative","9",1.64345267648619,0
"2265",2265,2265,"E01002380","Havering 012E","Havering",16,"Conservative","6",1.20411998265592,-0.2
"2266",2266,2266,"E01002381","Havering 012F","Havering",19,"Conservative","7",1.27875360095283,0.1
"2267",2267,2267,"E01002382","Havering 014F","Havering",11,"Conservative","9",1.04139268515823,-0.2
"2268",2268,2268,"E01002383","Havering 010F","Havering",11,"Conservative","9",1.04139268515823,-0.1
"2269",2269,2269,"E01002384","Havering 019D","Havering",8,"Conservative","9",0.903089986991944,0
"2270",2270,2270,"E01002385","Havering 024A","Havering",10,"Conservative","7",1,0.8
"2271",2271,2271,"E01002386","Havering 022E","Havering",39,"Conservative","9",1.5910646070265,0.1
"2272",2272,2272,"E01002389","Havering 024D","Havering",4,"Conservative","10 (least deprived)",0.602059991327962,-0.2
"2273",2273,2273,"E01002390","Havering 024E","Havering",23,"Conservative","10 (least deprived)",1.36172783601759,-0.7
"2274",2274,2274,"E01002391","Havering 018E","Havering",12,"Conservative","8",1.07918124604762,-0.5
"2275",2275,2275,"E01002392","Hillingdon 020A","Hillingdon",46,"Conservative","2",1.66275783168157,0.9
"2276",2276,2276,"E01002393","Hillingdon 020B","Hillingdon",157,"Conservative","4",2.19589965240923,1
"2277",2277,2277,"E01002394","Hillingdon 021A","Hillingdon",29,"Conservative","5",1.46239799789896,0.2
"2278",2278,2278,"E01002395","Hillingdon 021B","Hillingdon",10,"Conservative","5",1,0.2
"2279",2279,2279,"E01002396","Hillingdon 026A","Hillingdon",13,"Conservative","3",1.11394335230684,0.9
"2280",2280,2280,"E01002397","Hillingdon 021C","Hillingdon",99,"Conservative","4",1.99563519459755,0.8
"2281",2281,2281,"E01002398","Hillingdon 021D","Hillingdon",11,"Conservative","5",1.04139268515823,1.1
"2282",2282,2282,"E01002399","Hillingdon 021E","Hillingdon",16,"Conservative","5",1.20411998265592,0.8
"2283",2283,2283,"E01002400","Hillingdon 024A","Hillingdon",16,"Conservative","3",1.20411998265592,0.6
"2284",2284,2284,"E01002401","Hillingdon 024B","Hillingdon",49,"Conservative","3",1.69019608002851,0.5
"2285",2285,2285,"E01002402","Hillingdon 024C","Hillingdon",58,"Conservative","4",1.76342799356294,0.6
"2286",2286,2286,"E01002403","Hillingdon 024D","Hillingdon",11,"Conservative","3",1.04139268515823,0.6
"2287",2287,2287,"E01002404","Hillingdon 024E","Hillingdon",8,"Conservative","3",0.903089986991944,0.4
"2288",2288,2288,"E01002405","Hillingdon 027A","Hillingdon",46,"Conservative","4",1.66275783168157,0.6
"2289",2289,2289,"E01002406","Hillingdon 027B","Hillingdon",139,"Conservative","4",2.14301480025409,0.4
"2290",2290,2290,"E01002407","Hillingdon 030A","Hillingdon",238,"Conservative","4",2.37657695705651,0.7
"2291",2291,2291,"E01002408","Hillingdon 019A","Hillingdon",16,"Conservative","3",1.20411998265592,0.3
"2292",2292,2292,"E01002409","Hillingdon 019B","Hillingdon",21,"Conservative","4",1.32221929473392,0.4
"2293",2293,2293,"E01002410","Hillingdon 017A","Hillingdon",20,"Conservative","6",1.30102999566398,0.6
"2294",2294,2294,"E01002411","Hillingdon 022A","Hillingdon",31,"Conservative","4",1.49136169383427,0.5
"2295",2295,2295,"E01002412","Hillingdon 017B","Hillingdon",14,"Conservative","7",1.14612803567824,0.5
"2296",2296,2296,"E01002413","Hillingdon 022B","Hillingdon",9,"Conservative","3",0.954242509439325,0.8
"2297",2297,2297,"E01002414","Hillingdon 015A","Hillingdon",61,"Conservative","8",1.78532983501077,-0.2
"2298",2298,2298,"E01002415","Hillingdon 010A","Hillingdon",1,"Conservative","9",0,-0.1
"2299",2299,2299,"E01002416","Hillingdon 008A","Hillingdon",8,"Conservative","9",0.903089986991944,-0.5
"2300",2300,2300,"E01002417","Hillingdon 008B","Hillingdon",22,"Conservative","9",1.34242268082221,0.3
"2301",2301,2301,"E01002418","Hillingdon 006A","Hillingdon",3,"Conservative","7",0.477121254719662,-0.6
"2302",2302,2302,"E01002419","Hillingdon 006B","Hillingdon",7,"Conservative","10 (least deprived)",0.845098040014257,-0.3
"2303",2303,2303,"E01002420","Hillingdon 008C","Hillingdon",9,"Conservative","7",0.954242509439325,-0.3
"2304",2304,2304,"E01002421","Hillingdon 008D","Hillingdon",12,"Conservative","8",1.07918124604762,0.2
"2305",2305,2305,"E01002422","Hillingdon 018A","Hillingdon",16,"Conservative","6",1.20411998265592,0.2
"2306",2306,2306,"E01002423","Hillingdon 018B","Hillingdon",29,"Conservative","7",1.46239799789896,0.1
"2307",2307,2307,"E01002424","Hillingdon 018C","Hillingdon",6,"Conservative","7",0.778151250383644,0.2
"2308",2308,2308,"E01002425","Hillingdon 018D","Hillingdon",23,"Conservative","4",1.36172783601759,0.5
"2309",2309,2309,"E01002426","Hillingdon 021F","Hillingdon",7,"Conservative","5",0.845098040014257,0.1
"2310",2310,2310,"E01002427","Hillingdon 018E","Hillingdon",2,"Conservative","7",0.301029995663981,0
"2311",2311,2311,"E01002428","Hillingdon 018F","Hillingdon",16,"Conservative","7",1.20411998265592,0.2
"2312",2312,2312,"E01002429","Hillingdon 019C","Hillingdon",18,"Conservative","3",1.25527250510331,0.3
"2313",2313,2313,"E01002430","Hillingdon 007A","Hillingdon",8,"Conservative","9",0.903089986991944,0
"2314",2314,2314,"E01002431","Hillingdon 006C","Hillingdon",9,"Conservative","10 (least deprived)",0.954242509439325,0.1
"2315",2315,2315,"E01002432","Hillingdon 006D","Hillingdon",19,"Conservative","9",1.27875360095283,0.3
"2316",2316,2316,"E01002433","Hillingdon 004A","Hillingdon",206,"Conservative","6",2.31386722036915,0
"2317",2317,2317,"E01002434","Hillingdon 007B","Hillingdon",47,"Conservative","10 (least deprived)",1.67209785793572,0.3
"2318",2318,2318,"E01002435","Hillingdon 007C","Hillingdon",26,"Conservative","10 (least deprived)",1.41497334797082,-0.7
"2319",2319,2319,"E01002436","Hillingdon 004B","Hillingdon",13,"Conservative","8",1.11394335230684,0.1
"2320",2320,2320,"E01002437","Hillingdon 006E","Hillingdon",14,"Conservative","10 (least deprived)",1.14612803567824,-0.6
"2321",2321,2321,"E01002438","Hillingdon 003A","Hillingdon",8,"Conservative","7",0.903089986991944,-0.9
"2322",2322,2322,"E01002439","Hillingdon 003B","Hillingdon",17,"Conservative","6",1.23044892137827,-0.1
"2323",2323,2323,"E01002440","Hillingdon 003C","Hillingdon",6,"Conservative","5",0.778151250383644,0.1
"2324",2324,2324,"E01002441","Hillingdon 003D","Hillingdon",55,"Conservative","4",1.74036268949424,0.7
"2325",2325,2325,"E01002442","Hillingdon 003E","Hillingdon",2,"Conservative","4",0.301029995663981,-0.3
"2326",2326,2326,"E01002443","Hillingdon 032A","Hillingdon",61,"Conservative","5",1.78532983501077,0.8
"2327",2327,2327,"E01002444","Hillingdon 031A","Hillingdon",303,"Conservative","4",2.4814426285023,-0.6
"2328",2328,2328,"E01002445","Hillingdon 029A","Hillingdon",2,"Conservative","3",0.301029995663981,0.7
"2329",2329,2329,"E01002446","Hillingdon 031B","Hillingdon",47,"Conservative","4",1.67209785793572,1.3
"2330",2330,2330,"E01002447","Hillingdon 031C","Hillingdon",23,"Conservative","4",1.36172783601759,0.1
"2331",2331,2331,"E01002448","Hillingdon 032B","Hillingdon",24,"Conservative","5",1.38021124171161,0.7
"2332",2332,2332,"E01002449","Hillingdon 032C","Hillingdon",15,"Conservative","5",1.17609125905568,0.1
"2333",2333,2333,"E01002451","Hillingdon 014B","Hillingdon",10,"Conservative","9",1,-0.2
"2334",2334,2334,"E01002452","Hillingdon 014C","Hillingdon",4,"Conservative","8",0.602059991327962,-0.7
"2335",2335,2335,"E01002454","Hillingdon 014E","Hillingdon",12,"Conservative","5",1.07918124604762,0.1
"2336",2336,2336,"E01002455","Hillingdon 019D","Hillingdon",391,"Conservative","5",2.59217675739587,0.9
"2337",2337,2337,"E01002456","Hillingdon 017C","Hillingdon",16,"Conservative","5",1.20411998265592,0.1
"2338",2338,2338,"E01002457","Hillingdon 019E","Hillingdon",2,"Conservative","3",0.301029995663981,0.9
"2339",2339,2339,"E01002458","Hillingdon 011A","Hillingdon",6,"Conservative","9",0.778151250383644,-0.1
"2340",2340,2340,"E01002459","Hillingdon 011B","Hillingdon",2,"Conservative","10 (least deprived)",0.301029995663981,-0.8
"2341",2341,2341,"E01002460","Hillingdon 011C","Hillingdon",99,"Conservative","9",1.99563519459755,-0.3
"2342",2342,2342,"E01002461","Hillingdon 013A","Hillingdon",12,"Conservative","8",1.07918124604762,-0.4
"2343",2343,2343,"E01002463","Hillingdon 013B","Hillingdon",8,"Conservative","9",0.903089986991944,-0.8
"2344",2344,2344,"E01002464","Hillingdon 011E","Hillingdon",10,"Conservative","9",1,-0.7
"2345",2345,2345,"E01002465","Hillingdon 009A","Hillingdon",17,"Conservative","8",1.23044892137827,-0.3
"2346",2346,2346,"E01002466","Hillingdon 010B","Hillingdon",25,"Conservative","9",1.39794000867204,-0.3
"2347",2347,2347,"E01002467","Hillingdon 009B","Hillingdon",8,"Conservative","10 (least deprived)",0.903089986991944,-0.4
"2348",2348,2348,"E01002468","Hillingdon 010C","Hillingdon",12,"Conservative","9",1.07918124604762,-0.1
"2349",2349,2349,"E01002469","Hillingdon 010D","Hillingdon",1,"Conservative","9",0,0
"2350",2350,2350,"E01002470","Hillingdon 007D","Hillingdon",104,"Conservative","8",2.01703333929878,0
"2351",2351,2351,"E01002471","Hillingdon 008E","Hillingdon",19,"Conservative","9",1.27875360095283,0.1
"2352",2352,2352,"E01002472","Hillingdon 002A","Hillingdon",12,"Conservative","9",1.07918124604762,-0.5
"2353",2353,2353,"E01002473","Hillingdon 001A","Hillingdon",8,"Conservative","6",0.903089986991944,0.1
"2354",2354,2354,"E01002474","Hillingdon 002B","Hillingdon",30,"Conservative","8",1.47712125471966,-0.1
"2355",2355,2355,"E01002475","Hillingdon 001B","Hillingdon",9,"Conservative","6",0.954242509439325,-0.9
"2356",2356,2356,"E01002476","Hillingdon 001C","Hillingdon",35,"Conservative","10 (least deprived)",1.54406804435028,-0.4
"2357",2357,2357,"E01002477","Hillingdon 001D","Hillingdon",2,"Conservative","8",0.301029995663981,-0.5
"2358",2358,2358,"E01002478","Hillingdon 002C","Hillingdon",7,"Conservative","9",0.845098040014257,-0.4
"2359",2359,2359,"E01002479","Hillingdon 004C","Hillingdon",14,"Conservative","5",1.14612803567824,0.1
"2360",2360,2360,"E01002480","Hillingdon 004D","Hillingdon",7,"Conservative","10 (least deprived)",0.845098040014257,-0.7
"2361",2361,2361,"E01002481","Hillingdon 004E","Hillingdon",12,"Conservative","5",1.07918124604762,-0.2
"2362",2362,2362,"E01002482","Hillingdon 001E","Hillingdon",9,"Conservative","10 (least deprived)",0.954242509439325,-0.6
"2363",2363,2363,"E01002483","Hillingdon 002D","Hillingdon",21,"Conservative","8",1.32221929473392,-0.4
"2364",2364,2364,"E01002484","Hillingdon 002E","Hillingdon",6,"Conservative","5",0.778151250383644,0.2
"2365",2365,2365,"E01002485","Hillingdon 002F","Hillingdon",41,"Conservative","6",1.61278385671974,0.2
"2366",2366,2366,"E01002486","Hillingdon 028A","Hillingdon",64,"Conservative","4",1.80617997398389,0.3
"2367",2367,2367,"E01002487","Hillingdon 028B","Hillingdon",48,"Conservative","4",1.68124123737559,0.1
"2368",2368,2368,"E01002488","Hillingdon 030B","Hillingdon",57,"Conservative","5",1.75587485567249,0.3
"2369",2369,2369,"E01002489","Hillingdon 030C","Hillingdon",10,"Conservative","6",1,0.4
"2370",2370,2370,"E01002490","Hillingdon 030D","Hillingdon",11,"Conservative","4",1.04139268515823,0.5
"2371",2371,2371,"E01002491","Hillingdon 032D","Hillingdon",57,"Conservative","4",1.75587485567249,0.4
"2372",2372,2372,"E01002492","Hillingdon 030E","Hillingdon",38,"Conservative","5",1.57978359661681,0.3
"2373",2373,2373,"E01002493","Hillingdon 032E","Hillingdon",30,"Conservative","3",1.47712125471966,0.3
"2374",2374,2374,"E01002494","Hillingdon 009C","Hillingdon",19,"Conservative","8",1.27875360095283,-0.6
"2375",2375,2375,"E01002495","Hillingdon 010E","Hillingdon",18,"Conservative","8",1.25527250510331,-0.4
"2376",2376,2376,"E01002496","Hillingdon 033A","Hillingdon",78,"Conservative","6",1.89209460269048,-0.1
"2377",2377,2377,"E01002497","Hillingdon 033B","Hillingdon",25,"Conservative","6",1.39794000867204,0.3
"2378",2378,2378,"E01002498","Hillingdon 033C","Hillingdon",5,"Conservative","9",0.698970004336019,0.4
"2379",2379,2379,"E01002499","Hillingdon 033D","Hillingdon",18,"Conservative","7",1.25527250510331,-0.5
"2380",2380,2380,"E01002501","Hillingdon 026B","Hillingdon",120,"Conservative","5",2.07918124604762,0.6
"2381",2381,2381,"E01002502","Hillingdon 026C","Hillingdon",37,"Conservative","3",1.56820172406699,0.6
"2382",2382,2382,"E01002503","Hillingdon 027C","Hillingdon",33,"Conservative","3",1.51851393987789,1
"2383",2383,2383,"E01002504","Hillingdon 027D","Hillingdon",90,"Conservative","4",1.95424250943932,0.6
"2384",2384,2384,"E01002505","Hillingdon 026D","Hillingdon",183,"Conservative","2",2.26245108973043,1.2
"2385",2385,2385,"E01002506","Hillingdon 027E","Hillingdon",221,"Conservative","3",2.34439227368511,1.2
"2386",2386,2386,"E01002507","Hillingdon 027F","Hillingdon",152,"Conservative","5",2.18184358794477,0.9
"2387",2387,2387,"E01002508","Hillingdon 026E","Hillingdon",67,"Conservative","2",1.82607480270083,1.3
"2388",2388,2388,"E01002509","Hillingdon 017D","Hillingdon",5,"Conservative","9",0.698970004336019,0
"2389",2389,2389,"E01002511","Hillingdon 017E","Hillingdon",3,"Conservative","4",0.477121254719662,0.6
"2390",2390,2390,"E01002512","Hillingdon 013C","Hillingdon",17,"Conservative","9",1.23044892137827,0.1
"2391",2391,2391,"E01002513","Hillingdon 013D","Hillingdon",5,"Conservative","7",0.698970004336019,0.1
"2392",2392,2392,"E01002514","Hillingdon 015C","Hillingdon",48,"Conservative","7",1.68124123737559,0.2
"2393",2393,2393,"E01002515","Hillingdon 015D","Hillingdon",249,"Conservative","4",2.39619934709574,0.4
"2394",2394,2394,"E01002516","Hillingdon 013E","Hillingdon",14,"Conservative","9",1.14612803567824,0
"2395",2395,2395,"E01002518","Hillingdon 022C","Hillingdon",4,"Conservative","8",0.602059991327962,0.5
"2396",2396,2396,"E01002519","Hillingdon 022D","Hillingdon",20,"Conservative","3",1.30102999566398,0.6
"2397",2397,2397,"E01002520","Hillingdon 016B","Hillingdon",36,"Conservative","5",1.55630250076729,-0.8
"2398",2398,2398,"E01002521","Hillingdon 016C","Hillingdon",152,"Conservative","3",2.18184358794477,0.3
"2399",2399,2399,"E01002523","Hillingdon 016D","Hillingdon",3,"Conservative","6",0.477121254719662,0.4
"2400",2400,2400,"E01002525","Hillingdon 029B","Hillingdon",64,"Conservative","5",1.80617997398389,1.4
"2401",2401,2401,"E01002526","Hillingdon 028C","Hillingdon",46,"Conservative","3",1.66275783168157,0.7
"2402",2402,2402,"E01002527","Hillingdon 031D","Hillingdon",19,"Conservative","3",1.27875360095283,0.7
"2403",2403,2403,"E01002528","Hillingdon 028D","Hillingdon",12,"Conservative","2",1.07918124604762,1.3
"2404",2404,2404,"E01002529","Hillingdon 029C","Hillingdon",58,"Conservative","5",1.76342799356294,0.9
"2405",2405,2405,"E01002530","Hillingdon 029D","Hillingdon",39,"Conservative","2",1.5910646070265,0.7
"2406",2406,2406,"E01002531","Hillingdon 029E","Hillingdon",27,"Conservative","6",1.43136376415899,0.6
"2407",2407,2407,"E01002532","Hillingdon 028E","Hillingdon",19,"Conservative","3",1.27875360095283,0.2
"2408",2408,2408,"E01002533","Hillingdon 005A","Hillingdon",16,"Conservative","6",1.20411998265592,-0.1
"2409",2409,2409,"E01002534","Hillingdon 005B","Hillingdon",8,"Conservative","8",0.903089986991944,0.1
"2410",2410,2410,"E01002535","Hillingdon 007E","Hillingdon",33,"Conservative","9",1.51851393987789,0
"2411",2411,2411,"E01002536","Hillingdon 009D","Hillingdon",10,"Conservative","8",1,-0.8
"2412",2412,2412,"E01002537","Hillingdon 009E","Hillingdon",14,"Conservative","9",1.14612803567824,-0.2
"2413",2413,2413,"E01002538","Hillingdon 005C","Hillingdon",13,"Conservative","7",1.11394335230684,-0.3
"2414",2414,2414,"E01002539","Hillingdon 005D","Hillingdon",17,"Conservative","9",1.23044892137827,-0.2
"2415",2415,2415,"E01002540","Hillingdon 020C","Hillingdon",120,"Conservative","3",2.07918124604762,0.9
"2416",2416,2416,"E01002541","Hillingdon 023A","Hillingdon",45,"Conservative","6",1.65321251377534,0.6
"2417",2417,2417,"E01002542","Hillingdon 020D","Hillingdon",69,"Conservative","3",1.83884909073726,1.1
"2418",2418,2418,"E01002543","Hillingdon 020E","Hillingdon",32,"Conservative","3",1.50514997831991,1.1
"2419",2419,2419,"E01002544","Hillingdon 023B","Hillingdon",59,"Conservative","6",1.77085201164214,-0.1
"2420",2420,2420,"E01002545","Hillingdon 023C","Hillingdon",46,"Conservative","2",1.66275783168157,0.7
"2421",2421,2421,"E01002546","Hillingdon 023D","Hillingdon",15,"Conservative","5",1.17609125905568,-0.2
"2422",2422,2422,"E01002547","Hillingdon 023E","Hillingdon",10,"Conservative","4",1,0.1
"2423",2423,2423,"E01002548","Hillingdon 025A","Hillingdon",47,"Conservative","3",1.67209785793572,0.3
"2424",2424,2424,"E01002549","Hillingdon 025B","Hillingdon",44,"Conservative","5",1.64345267648619,0.4
"2425",2425,2425,"E01002550","Hillingdon 022E","Hillingdon",21,"Conservative","3",1.32221929473392,0.2
"2426",2426,2426,"E01002551","Hillingdon 025C","Hillingdon",45,"Conservative","4",1.65321251377534,0.1
"2427",2427,2427,"E01002552","Hillingdon 025D","Hillingdon",4,"Conservative","3",0.602059991327962,1.8
"2428",2428,2428,"E01002553","Hillingdon 025E","Hillingdon",71,"Conservative","2",1.85125834871908,0.8
"2429",2429,2429,"E01002554","Hillingdon 022F","Hillingdon",231,"Conservative","3",2.36361197989214,1.6
"2430",2430,2430,"E01002555","Hounslow 022A","Hounslow",18,"Labour","6",1.25527250510331,0.5
"2431",2431,2431,"E01002556","Hounslow 022B","Hounslow",10,"Labour","6",1,-0.2
"2432",2432,2432,"E01002557","Hounslow 023A","Hounslow",70,"Labour","4",1.84509804001426,0.4
"2433",2433,2433,"E01002558","Hounslow 023B","Hounslow",70,"Labour","4",1.84509804001426,0
"2434",2434,2434,"E01002559","Hounslow 023C","Hounslow",58,"Labour","4",1.76342799356294,-0.7
"2435",2435,2435,"E01002560","Hounslow 023D","Hounslow",164,"Labour","3",2.2148438480477,1.1
"2436",2436,2436,"E01002561","Hounslow 023E","Hounslow",20,"Labour","2",1.30102999566398,0
"2437",2437,2437,"E01002562","Hounslow 003A","Hounslow",51,"Labour","3",1.70757017609794,1.1
"2438",2438,2438,"E01002563","Hounslow 006A","Hounslow",36,"Labour","6",1.55630250076729,0.2
"2439",2439,2439,"E01002564","Hounslow 003B","Hounslow",63,"Labour","2",1.79934054945358,1.1
"2440",2440,2440,"E01002565","Hounslow 006B","Hounslow",23,"Labour","5",1.36172783601759,-0.3
"2441",2441,2441,"E01002566","Hounslow 003C","Hounslow",61,"Labour","2",1.78532983501077,0.6
"2442",2442,2442,"E01002567","Hounslow 006C","Hounslow",10,"Labour","5",1,1.4
"2443",2443,2443,"E01002568","Hounslow 003D","Hounslow",69,"Labour","3",1.83884909073726,0.7
"2444",2444,2444,"E01002569","Hounslow 001A","Hounslow",11,"Labour","8",1.04139268515823,-0.3
"2445",2445,2445,"E01002570","Hounslow 001B","Hounslow",13,"Labour","7",1.11394335230684,0.1
"2446",2446,2446,"E01002571","Hounslow 007A","Hounslow",11,"Labour","10 (least deprived)",1.04139268515823,-0.5
"2447",2447,2447,"E01002572","Hounslow 007B","Hounslow",58,"Labour","3",1.76342799356294,0.3
"2448",2448,2448,"E01002573","Hounslow 001C","Hounslow",166,"Labour","7",2.22010808804005,0.4
